Material Code,Real,Imaginary
0,3.513839257322103,-2.0663843520493064
1,3.5841160424685445,-2.1077120390902935
2,3.6543928276149864,-2.1490397261312775
3,3.7246696127614274,-2.1903674131722655
4,3.794946397907871,-2.231695100213252
5,3.865223183054313,-2.273022787254238
6,3.9354999682007565,-2.314350474295223
7,4.005776753347195,-2.35567816133621
8,4.076053538493637,-2.397005848377196
9,4.146330323640083,-2.4383335354181837
10,4.216607108786523,-2.4796612224591685
11,4.286883893932965,-2.5209889095001548
12,4.357160679079408,-2.56231659654114
13,4.427437464225848,-2.6036442835821276
14,4.497714249372289,-2.6449719706231125
15,4.567991034518734,-2.686299657664099
16,4.638267819665178,-2.7276273447050845
17,4.708544604811617,-2.768955031746072
18,4.7788213899580585,-2.8102827187870574
19,4.8490981751045,-2.851610405828043
20,4.919374960250944,-2.892938092869028
21,4.989651745397386,-2.9342657799100174
22,5.059928530543831,-2.9755934669510036
23,5.1302053156902705,-3.016921153991987
24,5.200482100836711,-3.058248841032974
25,5.270758885983155,-3.0995765280739587
26,5.341035671129598,-3.1409042151149476
27,5.411312456276035,-3.1822319021559324
28,5.481589241422479,-3.2235595891969187
29,5.551866026568919,-3.264887276237905
30,5.622142811715365,-3.3062149632788924
31,5.692419596861806,-3.3475426503198777
32,5.762696382008251,-3.3888703373608635
33,5.832973167154692,-3.430198024401849
34,5.9032499523011275,-3.4715257114428377
35,5.973526737447574,-3.512853398483824
36,6.043803522594015,-3.5541810855248075
37,6.114080307740458,-3.5955087725657937
38,6.184357092886902,-3.6368364596067804
39,6.254633878033341,-3.678164146647767
40,6.324910663179786,-3.719491833688753
41,6.395187448326228,-3.760819520729739
42,6.465464233472668,-3.802147207770724
43,6.535741018619108,-3.8434748948117115
44,6.606017803765553,-3.8848025818526972
45,6.676294588911995,-3.926130268893683
46,6.746571374058434,-3.967457955934669
47,6.816848159204877,-4.008785642975651
48,6.887124944351321,-4.050113330016641
49,6.957401729497763,-4.091441017057629
50,7.027678514644206,-4.132768704098614
51,7.097955299790646,-4.174096391139603
52,7.16823208493709,-4.215424078180586
53,7.238508870083531,-4.256751765221569
54,7.308785655229973,-4.298079452262556
55,7.379062440376417,-4.339407139303545
56,7.449339225522855,-4.380734826344531
57,7.519616010669298,-4.42206251338552
58,7.589892795815742,-4.463390200426504
59,7.660169580962185,-4.504717887467488
60,7.730446366108626,-4.546045574508476
61,7.800723151255067,-4.587373261549462
62,7.870999936401512,-4.628700948590446
63,7.941276721547953,-4.67002863563143
64,8.011553506694392,-4.71135632267242
65,8.08183029184084,-4.7526840097134055
66,8.152107076987274,-4.794011696754392
67,8.222383862133722,-4.835339383795377
68,8.292660647280167,-4.876667070836368
69,8.362937432426603,-4.917994757877352
70,8.433214217573047,-4.959322444918338
71,8.50349100271949,-5.000650131959323
72,8.57376778786593,-5.0419778190003095
73,8.644044573012367,-5.0833055060412935
74,8.714321358158816,-5.12463319308228
75,8.784598143305256,-5.165960880123267
76,8.854874928451697,-5.207288567164256
77,8.925151713598144,-5.248616254205238
78,8.995428498744579,-5.289943941246225
79,9.06570528389103,-5.33127162828721
80,9.135982069037468,-5.372599315328198
81,9.206258854183908,-5.413927002369185
82,9.276535639330357,-5.455254689410169
83,9.34681242447679,-5.4965823764511565
84,9.417089209623233,-5.537910063492142
85,9.48736599476968,-5.579237750533129
86,9.557642779916117,-5.620565437574115
87,9.627919565062564,-5.661893124615103
88,9.698196350209,-5.703220811656086
89,9.76847313535544,-5.744548498697071
90,9.838749920501888,-5.785876185738056
91,9.909026705648332,-5.827203872779044
92,9.979303490794772,-5.868531559820036
93,10.049580275941222,-5.90985924686102
94,10.11985706108766,-5.9511869339020045
95,10.190133846234096,-5.992514620942992
96,10.260410631380541,-6.033842307983974
97,10.330687416526983,-6.075169995024963
98,10.400964201673421,-6.116497682065948
99,10.471240986819863,-6.157825369106934
100,10.54151777196631,-6.199153056147917
