Frequency,0,1,2,3,4,5,6,7,8,9,10,11
8.0,(9.712617428571425-6.257414828571426j),(9.76764-6.16998j),(10.14162-6.803399999999999j),(10.540439999999998-7.71558j),(10.845419999999999-8.18202j),(11.129699999999998-8.796119999999998j),(11.517479999999999-9.47094j),(11.76588-9.81594j),(11.9025-9.854579999999999j),(11.970119999999998-9.751079999999998j),(12.09156-9.720719999999998j),(12.04188-9.49578j)
8.05,(9.696640971428574-6.2353019714285685j),(9.777299999999999-6.1479j),(10.13472-6.78546j),(10.584599999999998-7.729379999999999j),(10.8675-8.136479999999999j),(11.184899999999999-8.778179999999999j),(11.53404-9.45576j),(11.767259999999998-9.833879999999999j),(11.917679999999997-9.89046j),(12.011519999999999-9.79524j),(12.13572-9.770399999999999j),(12.075-9.559259999999998j)
8.1,(9.68066451428572-6.2131891142857105j),(9.713819999999998-6.1341j),(10.07952-6.76476j),(10.528019999999998-7.7100599999999995j),(10.798499999999999-8.14062j),(11.09658-8.75886j),(11.474699999999999-9.41298j),(11.69688-9.76764j),(11.8473-9.854579999999999j),(11.937-9.73038j),(12.081900000000001-9.702779999999999j),(12.03498-9.501299999999999j)
8.15,(9.664688057142852-6.1910762571428535j),(9.71106-6.132719999999999j),(10.074-6.74268j),(10.500419999999998-7.6714199999999995j),(10.792979999999998-8.1075j),(11.085539999999998-8.724359999999999j),(11.447099999999999-9.356399999999999j),(11.677559999999998-9.70416j),(11.85282-9.77868j),(11.91492-9.67518j),(12.05844-9.64482j),(12.02946-9.4323j)
8.2,(9.648711599999999-6.1686828j),(9.69864-6.0899399999999995j),(10.056059999999999-6.6999j),(10.488-7.63554j),(10.765379999999999-8.04678j),(11.03448-8.6871j),(11.393279999999999-9.35502j),(11.63754-9.726239999999999j),(11.79072-9.75936j),(11.872139999999998-9.68346j),(12.000479999999998-9.662759999999999j),(11.96736-9.43644j)
8.25,(9.632735142857141-6.147501771428571j),(9.673799999999998-6.062339999999999j),(10.03122-6.6654j),(10.465919999999999-7.6024199999999995j),(10.7364-8.03022j),(11.04276-8.671919999999998j),(11.3988-9.324659999999998j),(11.6403-9.69174j),(11.774159999999998-9.770399999999999j),(11.856959999999999-9.686219999999999j),(11.99082-9.66138j),(11.941139999999999-9.453j)
8.3,(9.6208034-6.124277028571428j),(9.64758-6.04164j),(10.01466-6.664019999999999j),(10.4604-7.574819999999999j),(10.73226-8.00952j),(11.03448-8.623619999999999j),(11.3988-9.292919999999999j),(11.63064-9.636539999999998j),(11.801759999999998-9.71106j),(11.877659999999999-9.622739999999999j),(12.026699999999998-9.596519999999998j),(11.99358-9.383999999999999j)
8.35,(9.607481142857141-6.102714857142857j),(9.66138-6.0361199999999995j),(10.01466-6.648839999999999j),(10.44108-7.56516j),(10.711559999999999-7.992959999999999j),(10.999979999999999-8.58222j),(11.36154-9.236339999999998j),(11.5782-9.62136j),(11.757599999999998-9.6945j),(11.837639999999999-9.57444j),(11.982539999999998-9.55374j),(11.961839999999999-9.36192j)
8.4,(9.5955126-6.081486514285714j),(9.6531-5.9754j),(9.996719999999998-6.5839799999999995j),(10.41486-7.5099599999999995j),(10.69638-7.944659999999999j),(10.97514-8.56704j),(11.346359999999999-9.1908j),(11.568539999999999-9.57996j),(11.73276-9.686219999999999j),(11.811419999999998-9.57306j),(11.941139999999999-9.56616j),(11.908019999999999-9.37434j)
8.45,(9.582662828571427-6.058385314285714j),(9.622739999999999-5.980919999999999j),(9.9705-6.593639999999999j),(10.39692-7.49616j),(10.657739999999999-7.917059999999999j),(10.961339999999998-8.54496j),(11.325660000000001-9.20046j),(11.55612-9.557879999999999j),(11.691359999999998-9.64068j),(11.774159999999998-9.53304j),(11.90664-9.510959999999999j),(11.856959999999999-9.32742j)
