Frequency,0,1,2,3,4,5,6,7,8,9,10,11
8.0,(12.387106285714284-7.980471085714284j),(12.45728-7.86896j),(12.93424-8.6768j),(13.44288-9.840160000000001j),(13.83184-10.43504j),(14.1944-11.21824j),(14.68896-12.078880000000002j),(15.00576-12.518880000000001j),(15.18-12.56816j),(15.26624-12.43616j),(15.42112-12.39744j),(15.35776-12.110560000000001j)
8.05,(12.366730514285717-7.952269180952378j),(12.4696-7.8408j),(12.92544-8.65392j),(13.4992-9.85776j),(13.86-10.37696j),(14.264800000000001-11.195359999999999j),(14.710080000000001-12.059520000000001j),(15.00752-12.54176j),(15.199359999999999-12.61392j),(15.319040000000001-12.49248j),(15.477440000000001-12.4608j),(15.4-12.191519999999999j)
8.1,(12.34635474285715-7.924067276190471j),(12.388639999999999-7.823200000000001j),(12.85504-8.62752j),(13.42704-9.83312j),(13.772-10.38224j),(14.15216-11.170720000000001j),(14.6344-12.004959999999999j),(14.917760000000001-12.45728j),(15.109600000000002-12.56816j),(15.224-12.40976j),(15.408800000000001-12.374559999999999j),(15.34896-12.1176j)
8.15,(12.325978971428567-7.895865371428567j),(12.38512-7.82144j),(12.847999999999999-8.59936j),(13.39184-9.78384j),(13.76496-10.34j),(14.138079999999999-11.12672j),(14.5992-11.9328j),(14.89312-12.37632j),(15.11664-12.47136j),(15.19584-12.339360000000001j),(15.378879999999999-12.30064j),(15.341920000000002-12.0296j)
8.2,(12.3056032-7.8673056j),(12.36928-7.7668800000000005j),(12.82512-8.5448j),(13.376-9.73808j),(13.72976-10.26256j),(14.07296-11.0792j),(14.530560000000001-11.93104j),(14.84208-12.40448j),(15.03744-12.446720000000001j),(15.14128-12.349920000000001j),(15.30496-12.32352j),(15.262720000000002-12.03488j)
8.25,(12.285227428571428-7.840292114285714j),(12.3376-7.73168j),(12.79344-8.5008j),(13.34784-9.69584j),(13.6928-10.24144j),(14.083520000000002-11.05984j),(14.5376-11.89232j),(14.845600000000001-12.360479999999999j),(15.01632-12.4608j),(15.121920000000001-12.35344j),(15.29264-12.321760000000001j),(15.229280000000001-12.056j)
8.3,(12.270010133333333-7.810672152380952j),(12.30416-7.70528j),(12.772319999999999-8.499039999999999j),(13.3408-9.660639999999999j),(13.687520000000001-10.21504j),(14.07296-10.99824j),(14.5376-11.85184j),(14.833280000000002-12.29008j),(15.05152-12.38512j),(15.148319999999998-12.27248j),(15.3384-12.23904j),(15.296160000000002-11.968j)
8.35,(12.253019428571427-7.7831725714285716j),(12.321760000000001-7.698239999999999j),(12.772319999999999-8.47968j),(13.31616-9.64832j),(13.661119999999999-10.19392j),(14.02896-10.945440000000001j),(14.49008-11.779679999999999j),(14.7664-12.27072j),(14.995199999999999-12.364j),(15.09728-12.21088j),(15.28208-12.18448j),(15.255679999999998-11.93984j)
8.4,(12.2377552-7.7560987428571435j),(12.3112-7.6208j),(12.74944-8.39696j),(13.28272-9.57792j),(13.641760000000001-10.13232j),(13.99728-10.92608j),(14.47072-11.7216j),(14.754079999999998-12.217920000000001j),(14.96352-12.35344j),(15.063839999999999-12.20912j),(15.229280000000001-12.200320000000001j),(15.18704-11.955680000000001j)
8.45,(12.221367085714286-7.726636342857143j),(12.27248-7.627839999999999j),(12.716-8.409279999999999j),(13.25984-9.56032j),(13.59248-10.09712j),(13.97968-10.897920000000001j),(14.444320000000001-11.73392j),(14.738240000000001-12.18976j),(14.91072-12.29536j),(15.01632-12.15808j),(15.18528-12.12992j),(15.121920000000001-11.895840000000002j)
8.5,(12.2071136-7.696029942857142j),(12.2496-7.60144j),(12.68784-8.37584j),(13.23872-9.546240000000001j),(13.56432-10.08128j),(13.96208-10.84864j),(14.40736-11.67408j),(14.68544-12.13696j),(14.89136-12.23728j),(14.99344-12.1j),(15.17824-12.08592j),(15.148319999999998-11.84128j)
8.55,(12.187513066666668-7.6620778666666665j),(12.2496-7.560960000000001j),(12.68608-8.30896j),(13.2264-9.467039999999999j),(13.57136-10.01792j),(13.9304-10.772960000000001j),(14.39152-11.60368j),(14.666080000000001-12.05776j),(14.89136-12.173919999999999j),(14.98992-12.059520000000001j),(15.18528-12.0472j),(15.16064-11.8008j)
