Frequency,0,1,2,3,4,5,6,7,8,9,10,11
8.0,(3.8709707142857135-2.493897214285714j),(3.8929000000000005-2.4590500000000004j),(4.041950000000001-2.7115j),(4.2009-3.0750500000000005j),(4.32245-3.2609500000000002j),(4.4357500000000005-3.5057j),(4.5903-3.7746500000000007j),(4.6893-3.9121500000000005j),(4.74375-3.9275500000000005j),(4.7707-3.8863000000000003j),(4.819100000000001-3.8742j),(4.799300000000001-3.7845500000000003j)
8.05,(3.864603285714287-2.485084119047618j),(3.8967500000000004-2.45025j),(4.0392-2.7043500000000003j),(4.218500000000001-3.08055j),(4.331250000000001-3.2428000000000003j),(4.457750000000001-3.4985500000000003j),(4.596900000000001-3.7686000000000006j),(4.68985-3.9193000000000007j),(4.7498-3.94185j),(4.7872-3.9039j),(4.8367-3.8940000000000006j),(4.8125-3.80985j)
8.1,(3.85823585714286-2.4762710238095225j),(3.8714500000000003-2.4447500000000004j),(4.017200000000001-2.6961000000000004j),(4.19595-3.0728500000000003j),(4.303750000000001-3.24445j),(4.42255-3.4908500000000005j),(4.57325-3.75155j),(4.661800000000001-3.8929000000000005j),(4.721750000000001-3.9275500000000005j),(4.7575-3.8780500000000004j),(4.815250000000001-3.8670500000000003j),(4.796550000000001-3.78675j)
8.15,(3.8518684285714273-2.4674579285714273j),(3.87035-2.4442000000000004j),(4.015000000000001-2.6873000000000005j),(4.184950000000001-3.0574500000000002j),(4.30155-3.23125j),(4.41815-3.4771000000000005j),(4.562250000000001-3.7290000000000005j),(4.654100000000001-3.8676000000000004j),(4.72395-3.8973000000000004j),(4.7487-3.85605j),(4.8059-3.8439500000000004j),(4.7943500000000006-3.75925j)
8.2,(3.845501-2.458533j),(3.8654-2.42715j),(4.00785-2.6702500000000002j),(4.18-3.0431500000000002j),(4.2905500000000005-3.2070500000000006j),(4.3978-3.46225j),(4.540800000000001-3.72845j),(4.63815-3.8764000000000003j),(4.6992-3.8896j),(4.73165-3.8593500000000005j),(4.7828-3.8511j),(4.7696000000000005-3.7609000000000004j)
8.25,(3.8391335714285715-2.450091285714286j),(3.8555-2.41615j),(3.9979500000000003-2.6565000000000003j),(4.1712-3.0299500000000004j),(4.279000000000001-3.20045j),(4.4011000000000005-3.4562000000000004j),(4.543-3.7163500000000003j),(4.6392500000000005-3.8626500000000004j),(4.6926000000000005-3.8940000000000006j),(4.725600000000001-3.8604500000000006j),(4.77895-3.8505500000000006j),(4.759150000000001-3.7675j)
8.3,(3.8343781666666668-2.4408350476190477j),(3.84505-2.4079j),(3.99135-2.6559500000000003j),(4.1690000000000005-3.0189500000000002j),(4.27735-3.1922000000000006j),(4.3978-3.43695j),(4.543-3.7037000000000004j),(4.635400000000001-3.84065j),(4.7036-3.87035j),(4.73385-3.83515j),(4.7932500000000005-3.8247j),(4.780050000000001-3.74j)
8.35,(3.8290685714285715-2.432241428571429j),(3.8505500000000006-2.4057j),(3.99135-2.6499j),(4.161300000000001-3.0151000000000003j),(4.2691-3.1856j),(4.38405-3.4204500000000007j),(4.528150000000001-3.68115j),(4.6145000000000005-3.8346000000000005j),(4.686-3.8637500000000005j),(4.7179-3.8159j),(4.775650000000001-3.80765j),(4.7674-3.7312000000000003j)
8.4,(3.8242985000000003-2.4237808571428574j),(3.8472500000000003-2.3815000000000004j),(3.9842000000000004-2.62405j),(4.15085-2.9931000000000005j),(4.263050000000001-3.16635j),(4.37415-3.4144000000000005j),(4.5221-3.6630000000000003j),(4.61065-3.8181000000000003j),(4.676100000000001-3.8604500000000006j),(4.70745-3.8153500000000005j),(4.759150000000001-3.8126000000000007j),(4.745950000000001-3.7361500000000003j)
8.45,(3.8191772142857148-2.4145738571428574j),(3.83515-2.3837j),(3.9737500000000003-2.6279j),(4.1437-2.9876000000000005j),(4.24765-3.1553500000000003j),(4.36865-3.4056j),(4.513850000000001-3.66685j),(4.605700000000001-3.8093000000000004j),(4.6596-3.8423000000000003j),(4.6926000000000005-3.7994000000000003j),(4.7454-3.7906000000000004j),(4.725600000000001-3.7174500000000004j)
8.5,(3.8147230000000003-2.405009357142857j),(3.8280000000000003-2.3754500000000003j),(3.96495-2.6174500000000003j),(4.1371-2.9832000000000005j),(4.23885-3.1504000000000003j),(4.36315-3.3902j),(4.5023-3.6481500000000002j),(4.5892-3.7928j),(4.653550000000001-3.8241500000000004j),(4.68545-3.7812500000000004j),(4.743200000000001-3.7768500000000005j),(4.73385-3.7004j)
