Frequency,0,1,2,3,4,5,6,7,8,9,10,11
8.0,(8.093847857142855-5.214512357142856j),(8.1397-5.141649999999999j),(8.45135-5.669499999999999j),(8.7837-6.42965j),(9.037849999999999-6.81835j),(9.27475-7.330099999999999j),(9.5979-7.89245j),(9.804899999999998-8.17995j),(9.91875-8.21215j),(9.9751-8.1259j),(10.0763-8.100599999999998j),(10.0349-7.91315j)
8.05,(8.080534142857145-5.196084976190473j),(8.147749999999998-5.12325j),(8.445599999999999-5.6545499999999995j),(8.8205-6.4411499999999995j),(9.056249999999999-6.780399999999999j),(9.32075-7.315149999999999j),(9.611699999999999-7.8797999999999995j),(9.806049999999999-8.1949j),(9.931399999999998-8.242049999999999j),(10.0096-8.1627j),(10.1131-8.142j),(10.0625-7.966049999999999j)
8.1,(8.067220428571433-5.177657595238092j),(8.09485-5.11175j),(8.3996-5.6373j),(8.773349999999999-6.425049999999999j),(8.99875-6.783849999999999j),(9.24715-7.29905j),(9.562249999999999-7.844149999999999j),(9.7474-8.1397j),(9.87275-8.21215j),(9.9475-8.108649999999999j),(10.06825-8.08565j),(10.02915-7.917749999999999j)
8.15,(8.053906714285711-5.159230214285711j),(8.09255-5.1106j),(8.395-5.6189j),(8.75035-6.392849999999999j),(8.99415-6.75625j),(9.237949999999998-7.2703j),(9.53925-7.797j),(9.7313-8.0868j),(9.87735-8.1489j),(9.9291-8.06265j),(10.048699999999998-8.03735j),(10.02455-7.86025j)
8.2,(8.040593-5.140569j),(8.082199999999998-5.07495j),(8.380049999999999-5.5832500000000005j),(8.739999999999998-6.36295j),(8.97115-6.70565j),(9.1954-7.239249999999999j),(9.494399999999999-7.79585j),(9.697949999999999-8.1052j),(9.8256-8.1328j),(9.89345-8.06955j),(10.000399999999999-8.052299999999999j),(9.9728-7.8637j)
8.25,(8.027279285714284-5.122918142857142j),(8.061499999999999-5.05195j),(8.35935-5.5545j),(8.721599999999999-6.33535j),(8.947-6.69185j),(9.2023-7.2265999999999995j),(9.498999999999999-7.770549999999999j),(9.70025-8.07645j),(9.8118-8.142j),(9.8808-8.07185j),(9.99235-8.05115j),(9.95095-7.877499999999999j)
8.3,(8.017336166666666-5.10356419047619j),(8.039649999999998-5.0347j),(8.34555-5.553349999999999j),(8.716999999999999-6.3123499999999995j),(8.94355-6.6746j),(9.1954-7.186349999999999j),(9.498999999999999-7.7440999999999995j),(9.6922-8.030449999999998j),(9.8348-8.09255j),(9.898049999999998-8.018949999999998j),(10.02225-7.997099999999999j),(9.99465-7.819999999999999j)
8.35,(8.006234285714285-5.085595714285714j),(8.05115-5.030099999999999j),(8.34555-5.540699999999999j),(8.700899999999999-6.3043j),(8.9263-6.660799999999999j),(9.166649999999999-7.15185j),(9.46795-7.696949999999999j),(9.6485-8.0178j),(9.797999999999998-8.07875j),(9.8647-7.978699999999999j),(9.985449999999998-7.961449999999999j),(9.968199999999998-7.801599999999999j)
8.4,(7.996260499999999-5.067905428571429j),(8.04425-4.9795j),(8.330599999999999-5.486649999999999j),(8.679049999999998-6.258299999999999j),(8.91365-6.620549999999999j),(9.14595-7.1392j),(9.4553-7.659j),(9.640449999999998-7.9833j),(9.7773-8.07185j),(9.842849999999999-7.97755j),(9.95095-7.9718j),(9.92335-7.8119499999999995j)
8.45,(7.985552357142857-5.048654428571428j),(8.018949999999998-4.984099999999999j),(8.308749999999998-5.494699999999999j),(8.6641-6.2468j),(8.88145-6.59755j),(9.13445-7.1208j),(9.43805-7.667049999999999j),(9.6301-7.964899999999999j),(9.742799999999999-8.0339j),(9.8118-7.9441999999999995j),(9.9222-7.9258j),(9.8808-7.77285j)
8.5,(7.976239-5.028655928571427j),(8.004-4.96685j),(8.290349999999998-5.47285j),(8.6503-6.2376j),(8.86305-6.587199999999999j),(9.12295-7.088599999999999j),(9.4139-7.627949999999999j),(9.5956-7.9304j),(9.73015-7.99595j),(9.79685-7.906249999999999j),(9.9176-7.897049999999999j),(9.898049999999998-7.737199999999999j)
8.55,(7.963431833333333-5.006471333333333j),(8.004-4.9404j),(8.2892-5.42915j),(8.642249999999999-6.185849999999999j),(8.86765-6.5458j),(9.10225-7.03915j),(9.40355-7.581949999999999j),(9.58295-7.8786499999999995j),(9.73015-7.954549999999999j),(9.79455-7.8797999999999995j),(9.9222-7.871749999999999j),(9.9061-7.710749999999999j)
8.6,(7.953035285714284-4.983749523809523j),(8.00515-4.913949999999999j),(8.2869-5.409599999999999j),(8.628449999999999-6.1663j),(8.8619-6.523949999999999j),(9.09305-7.02995j),(9.38285-7.5854j),(9.573749999999999-7.895899999999999j),(9.7037-7.970649999999999j),(9.7704-7.900499999999999j),(9.87735-7.902799999999999j),(9.85205-7.7463999999999995j)
8.65,(7.939800428571427-4.963901071428572j),(7.976399999999999-4.902449999999999j),(8.262749999999999-5.400399999999999j),(8.61695-6.1686j),(8.828549999999998-6.511299999999999j),(9.08385-7.0264999999999995j),(9.3794-7.57735j),(9.57835-7.88325j),(9.6853-7.9395999999999995j),(9.76465-7.8797999999999995j),(9.8693-7.859099999999999j),(9.839399999999998-7.692349999999999j)
8.7,(7.927905047619047-4.9455098333333325j),(7.954549999999999-4.9036j),(8.234-5.3957999999999995j),(8.59395-6.15365j),(8.800949999999998-6.512449999999999j),(9.0597-7.003499999999999j),(9.341449999999998-7.53135j),(9.5381-7.836099999999999j),(9.66575-7.9074j),(9.74165-7.80275j),(9.8624-7.803899999999999j),(9.84745-7.6498j)
8.75,(7.920453595238095-4.9311802857142855j),(7.959149999999999-4.8690999999999995j),(8.235149999999999-5.36475j),(8.58935-6.119149999999999j),(8.796349999999999-6.476799999999999j),(9.0367-6.9609499999999995j),(9.3265-7.489949999999999j),(9.510499999999999-7.785499999999999j),(9.647349999999998-7.8751999999999995j),(9.7152-7.78435j),(9.8417-7.788949999999999j),(9.831349999999999-7.632549999999999j)
8.8,(7.911503857142856-4.910642928571429j),(7.938449999999999-4.85415j),(8.21675-5.342899999999999j),(8.556-6.082349999999999j),(8.7768-6.4354j),(9.01025-6.929899999999999j),(9.293149999999999-7.4658j),(9.475999999999999-7.7786j),(9.61515-7.859099999999999j),(9.680699999999998-7.80505j),(9.808349999999999-7.79125j),(9.79685-7.641749999999999j)
8.85,(7.899582738095238-4.895361619047621j),(7.92235-4.8208j),(8.19605-5.313j),(8.5422-6.063949999999999j),(8.75495-6.404349999999999j),(9.00105-6.906899999999999j),(9.283949999999999-7.452j),(9.48405-7.779749999999999j),(9.59675-7.851049999999999j),(9.664599999999998-7.783199999999999j),(9.7888-7.785499999999999j),(9.7773-7.648649999999999j)
8.9,(7.890303333333335-4.879553499999999j),(7.929249999999999-4.8058499999999995j),(8.20755-5.3038j),(8.5514-6.063949999999999j),(8.7561-6.3871j),(9.0114-6.909199999999999j),(9.295449999999999-7.45775j),(9.463349999999998-7.783199999999999j),(9.5841-7.859099999999999j),(9.664599999999998-7.792399999999999j),(9.7773-7.80045j),(9.769249999999998-7.66245j)
8.95,(7.8810239285714285-4.863407499999999j),(7.9097-4.8081499999999995j),(8.17535-5.293449999999999j),(8.5146-6.0375j),(8.721599999999999-6.3744499999999995j),(8.963099999999999-6.86435j),(9.2506-7.406j),(9.436899999999998-7.7142j),(9.573749999999999-7.7901j),(9.66345-7.713049999999999j),(9.7819-7.7234j),(9.77845-7.57965j)
9.0,(7.866817047619047-4.846683761904762j),(7.9074-4.78285j),(8.178799999999999-5.2658499999999995j),(8.5192-6.0053j),(8.728499999999999-6.35375j),(8.96195-6.8402j),(9.24025-7.376099999999999j),(9.428849999999999-7.692349999999999j),(9.557649999999999-7.776299999999999j),(9.625499999999999-7.707299999999999j),(9.7313-7.727999999999999j),(9.7152-7.578499999999999j)
9.05,(7.856375595238096-4.827558714285714j),(7.8786499999999995-4.766749999999999j),(8.15465-5.2463j),(8.499649999999999-5.9857499999999995j),(8.70205-6.321549999999999j),(8.938949999999998-6.8218j),(9.2069-7.368049999999999j),(9.4024-7.67625j),(9.5266-7.7418j),(9.5979-7.688899999999999j),(9.7129-7.6808499999999995j),(9.699099999999998-7.523299999999999j)
9.1,(7.843770499999999-4.812907714285714j),(7.871749999999999-4.747199999999999j),(8.138549999999999-5.22445j),(8.477799999999998-5.9731j),(8.68595-6.3100499999999995j),(8.925149999999999-6.808j),(9.1908-7.337j),(9.37595-7.65325j),(9.49095-7.715349999999999j),(9.5611-7.65555j),(9.683-7.652099999999999j),(9.670350000000001-7.508349999999999j)
9.15,(7.8365534285714284-4.797021285714285j),(7.8751999999999995-4.7311j),(8.140849999999999-5.207199999999999j),(8.480099999999998-5.94665j),(8.68365-6.287049999999999j),(8.915949999999999-6.772349999999999j),(9.1931-7.296749999999999j),(9.370199999999999-7.6038j),(9.496699999999999-7.6935j),(9.57145-7.6233499999999985j),(9.686449999999999-7.634849999999999j),(9.684149999999999-7.500299999999999j)
9.2,(7.82184438095238-4.778309142857142j),(7.868299999999999-4.7173j),(8.129349999999999-5.1911j),(8.46055-5.9190499999999995j),(8.66525-6.259449999999999j),(8.9056-6.75395j),(9.178149999999999-7.2703j),(9.35065-7.5854j),(9.477149999999998-7.66475j),(9.562249999999999-7.6164499999999995j),(9.6738-7.6198999999999995j),(9.66345-7.4841999999999995j)
9.25,(7.809523499999999-4.760355999999999j),(7.853349999999999-4.7012j),(8.122449999999999-5.175j),(8.461699999999999-5.9064j),(8.6664-6.25255j),(8.899849999999999-6.734399999999999j),(9.162049999999999-7.268j),(9.34605-7.60035j),(9.4576-7.67395j),(9.5381-7.6129999999999995j),(9.6485-7.633699999999999j),(9.634699999999999-7.4864999999999995j)
9.3,(7.803080214285714-4.746703309523809j),(7.83955-4.67475j),(8.109799999999998-5.15085j),(8.445599999999999-5.88455j),(8.638799999999998-6.222649999999999j),(8.8803-6.715999999999999j),(9.157449999999999-7.23465j),(9.338-7.562399999999999j),(9.453-7.633699999999999j),(9.530050000000001-7.581949999999999j),(9.628949999999998-7.58885j),(9.634699999999999-7.45085j)
