Frequency,0,1,2,3,4,5,6,7,8,9,10,11
8.0,(6.1231718571428555-3.9448919571428562j),(6.15786-3.88977j),(6.39363-4.2890999999999995j),(6.64506-4.8641700000000005j),(6.83733-5.1582300000000005j),(7.01655-5.54538j),(7.26102-5.97081j),(7.417619999999999-6.18831j),(7.50375-6.21267j),(7.546379999999999-6.147419999999999j),(7.622940000000001-6.128279999999999j),(7.591620000000001-5.98647j)
8.05,(6.113099742857145-3.9309512428571414j),(6.16395-3.8758500000000002j),(6.38928-4.2777899999999995j),(6.6729-4.87287j),(6.85125-5.12952j),(7.05135-5.53407j),(7.27146-5.96124j),(7.418489999999999-6.19962j),(7.513319999999999-6.23529j),(7.5724800000000005-6.17526j),(7.65078-6.1596j),(7.6125-6.02649j)
8.1,(6.103027628571432-3.917010528571426j),(6.12393-3.86715j),(6.354480000000001-4.26474j),(6.63723-4.86069j),(6.80775-5.13213j),(6.9956700000000005-5.52189j),(7.23405-5.93427j),(7.3741200000000005-6.15786j),(7.46895-6.21267j),(7.5255-6.1343700000000005j),(7.61685-6.116969999999999j),(7.58727-5.989949999999999j)
8.15,(6.092955514285712-3.903069814285712j),(6.12219-3.8662799999999997j),(6.351-4.25082j),(6.61983-4.83633j),(6.80427-5.11125j),(6.988709999999999-5.50014j),(7.21665-5.8986j),(7.36194-6.11784j),(7.47243-6.164820000000001j),(7.51158-6.09957j),(7.60206-6.08043j),(7.5837900000000005-5.94645j)
8.2,(6.0828834-3.8889522000000003j),(6.11436-3.8393100000000002j),(6.33969-4.2238500000000005j),(6.612-4.81371j),(6.78687-5.072970000000001j),(6.95652-5.47665j),(7.18272-5.89773j),(7.33671-6.13176j),(7.433280000000001-6.15264j),(7.48461-6.10479j),(7.565519999999999-6.09174j),(7.54464-5.94906j)
8.25,(6.072811285714286-3.875598942857143j),(6.0987-3.82191j),(6.3240300000000005-4.2021j),(6.5980799999999995-4.79283j),(6.7686-5.06253j),(6.961740000000001-5.46708j),(7.1861999999999995-5.87859j),(7.338450000000001-6.11001j),(7.42284-6.1596j),(7.475040000000001-6.10653j),(7.55943-6.090870000000001j),(7.528110000000001-5.959499999999999j)
8.3,(6.0652891-3.8609572571428568j),(6.08217-3.80886j),(6.31359-4.20123j),(6.5946-4.77543j),(6.76599-5.04948j),(6.95652-5.43663j),(7.1861999999999995-5.85858j),(7.33236-6.075209999999999j),(7.440239999999999-6.12219j),(7.48809-6.06651j),(7.58205-6.04998j),(7.561170000000001-5.9159999999999995j)
8.35,(6.056890285714285-3.8473637142857147j),(6.090870000000001-3.8053799999999995j),(6.31359-4.19166j),(6.58242-4.769340000000001j),(6.75294-5.03904j),(6.93477-5.4105300000000005j),(7.162710000000001-5.822909999999999j),(7.299300000000001-6.06564j),(7.4124-6.111750000000001j),(7.462859999999999-6.03606j),(7.554209999999999-6.02301j),(7.54116-5.90208j)
8.4,(6.0493448999999995-3.833980628571429j),(6.08565-3.7671j),(6.30228-4.15077j),(6.56589-4.73454j),(6.7433700000000005-5.00859j),(6.91911-5.40096j),(7.15314-5.7942j),(7.293209999999999-6.03954j),(7.39674-6.10653j),(7.44633-6.03519j),(7.528110000000001-6.03084j),(7.50723-5.90991j)
8.45,(6.041243957142857-3.8194168285714287j),(6.06651-3.77058j),(6.285749999999999-4.15686j),(6.55458-4.725840000000001j),(6.71901-4.9911900000000005j),(6.91041-5.38704j),(7.140090000000001-5.8002899999999995j),(7.285380000000001-6.02562j),(7.37064-6.07782j),(7.42284-6.00996j),(7.50636-5.996040000000001j),(7.475040000000001-5.88033j)
8.5,(6.0341982-3.804287528571428j),(6.0552-3.75753j),(6.27183-4.1403300000000005j),(6.5441400000000005-4.71888j),(6.70509-4.983359999999999j),(6.90171-5.36268j),(7.12182-5.77071j),(7.2592799999999995-5.9995199999999995j),(7.36107-6.049110000000001j),(7.41153-5.98125j),(7.50288-5.97429j),(7.48809-5.8533599999999995j)
8.55,(6.0245093-3.7875044j),(6.0552-3.7375200000000004j),(6.2709600000000005-4.10727j),(6.538049999999999-4.679729999999999j),(6.70857-4.95204j),(6.88605-5.325270000000001j),(7.113989999999999-5.73591j),(7.24971-5.96037j),(7.36107-6.01779j),(7.409789999999999-5.96124j),(7.50636-5.95515j),(7.494180000000001-5.83335j)
8.6,(6.016644085714285-3.770314857142857j),(6.05607-3.71751j),(6.269220000000001-4.09248j),(6.52761-4.66494j),(6.70422-4.93551j),(6.87909-5.31831j),(7.098330000000001-5.73852j),(7.242749999999999-5.97342j),(7.341060000000001-6.02997j),(7.391520000000001-5.9769j),(7.47243-5.9786399999999995j),(7.45329-5.86032j)
8.65,(6.006631628571428-3.7552990714285723j),(6.03432-3.7088099999999997j),(6.25095-4.08552j),(6.51891-4.6666799999999995j),(6.67899-4.92594j),(6.87213-5.3157000000000005j),(7.09572-5.73243j),(7.246230000000001-5.963850000000001j),(7.327140000000001-6.00648j),(7.387169999999999-5.96124j),(7.466340000000001-5.94558j),(7.443719999999999-5.81943j)
8.7,(5.997632514285715-3.7413856999999995j),(6.01779-3.70968j),(6.2292000000000005-4.08204j),(6.50151-4.65537j),(6.65811-4.926810000000001j),(6.85386-5.2983j),(7.06701-5.69763j),(7.2157800000000005-5.92818j),(7.3123499999999995-5.98212j),(7.36977-5.90295j),(7.46112-5.90382j),(7.44981-5.78724j)
8.75,(5.991995328571429-3.730545085714286j),(6.02127-3.68358j),(6.2300699999999996-4.05855j),(6.49803-4.62927j),(6.65463-4.899839999999999j),(6.83646-5.26611j),(7.0557-5.66631j),(7.1949-5.8899j),(7.29843-5.9577599999999995j),(7.349760000000001-5.88903j),(7.44546-5.89251j),(7.4376299999999995-5.77419j)
8.8,(5.985224657142857-3.7150081285714287j),(6.00561-3.67227j),(6.21615-4.04202j),(6.4728-4.60143j),(6.6398399999999995-4.86852j),(6.81645-5.24262j),(7.030469999999999-5.64804j),(7.1688-5.88468j),(7.274070000000001-5.94558j),(7.323659999999999-5.9046899999999996j),(7.42023-5.89425j),(7.41153-5.781149999999999j)
8.85,(5.976206071428572-3.703447485714287j),(5.99343-3.64704j),(6.200489999999999-4.0194j),(6.46236-4.58751j),(6.62331-4.8450299999999995j),(6.80949-5.22522j),(7.02351-5.6376j),(7.1748899999999995-5.885549999999999j),(7.26015-5.93949j),(7.3114799999999995-5.88816j),(7.4054400000000005-5.8899j),(7.39674-5.78637j)
8.9,(5.969186000000001-3.6914882999999996j),(5.99865-3.63573j),(6.2091899999999995-4.01244j),(6.46932-4.58751j),(6.62418-4.831980000000001j),(6.8173200000000005-5.22696j),(7.03221-5.6419500000000005j),(7.159229999999999-5.88816j),(7.250579999999999-5.94558j),(7.3114799999999995-5.8951199999999995j),(7.39674-5.90121j),(7.390649999999999-5.79681j)
8.95,(5.962165928571428-3.6792735j),(5.98386-3.63747j),(6.18483-4.00461j),(6.44148-4.5675j),(6.5980799999999995-4.8224100000000005j),(6.78078-5.19303j),(6.99828-5.6028j),(7.13922-5.83596j),(7.242749999999999-5.89338j),(7.3106100000000005-5.83509j),(7.40022-5.84292j),(7.39761-5.73417j)
9.0,(5.951418114285714-3.6666216285714293j),(5.98212-3.61833j),(6.1874400000000005-3.9837299999999995j),(6.44496-4.54314j),(6.6033-4.80675j),(6.77991-5.17476j),(6.99045-5.5801799999999995j),(7.1331299999999995-5.81943j),(7.23057-5.88294j),(7.281899999999999-5.83074j),(7.36194-5.8464j),(7.349760000000001-5.7333j)
9.05,(5.94351892857143-3.6521531142857144j),(5.96037-3.6061499999999995j),(6.16917-3.9689400000000004j),(6.43017-4.52835j),(6.58329-4.7823899999999995j),(6.76251-5.16084j),(6.96522-5.57409j),(7.11312-5.80725j),(7.20708-5.85684j),(7.26102-5.81682j),(7.34802-5.81073j),(7.337579999999999-5.69154j)
9.1,(5.9339829-3.6410693142857147j),(5.95515-3.59136j),(6.1569899999999995-3.95241j),(6.41364-4.51878j),(6.57111-4.77369j),(6.75207-5.1504j),(6.95304-5.5506j),(7.09311-5.78985j),(7.18011-5.83683j),(7.23318-5.79159j),(7.3254-5.78898j),(7.315830000000001-5.68023j)
9.15,(5.928523028571429-3.629050885714286j),(5.9577599999999995-3.57918j),(6.158729999999999-3.9393599999999998j),(6.41538-4.49877j),(6.56937-4.75629j),(6.74511-5.12343j),(6.9547799999999995-5.52015j),(7.08876-5.75244j),(7.18446-5.8203000000000005j),(7.24101-5.76723j),(7.32801-5.77593j),(7.326269999999999-5.67414j)
9.2,(5.917395314285715-3.6148947428571425j),(5.95254-3.5687400000000005j),(6.15003-3.9271800000000003j),(6.40059-4.47789j),(6.55545-4.73541j),(6.73728-5.10951j),(6.94347-5.50014j),(7.07397-5.73852j),(7.16967-5.79855j),(7.23405-5.76201j),(7.318440000000001-5.76462j),(7.3106100000000005-5.66196j)
9.25,(5.9080743-3.6013127999999996j),(5.94123-3.55656j),(6.14481-3.915j),(6.401459999999999-4.46832j),(6.5563199999999995-4.73019j),(6.73293-5.09472j),(6.93129-5.4984j),(7.07049-5.74983j),(7.15488-5.80551j),(7.2157800000000005-5.7594j),(7.299300000000001-5.77506j),(7.28886-5.6636999999999995j)
9.3,(5.903199814285714-3.5909842428571435j),(5.93079-3.5365500000000005j),(6.13524-3.8967300000000002j),(6.38928-4.45179j),(6.5354399999999995-4.70757j),(6.71814-5.0808j),(6.92781-5.4731700000000005j),(7.064399999999999-5.72112j),(7.151400000000001-5.77506j),(7.209690000000001-5.73591j),(7.284509999999999-5.74113j),(7.28886-5.63673j)
9.35,(5.895451428571429-3.5777097000000007j),(5.91339-3.54264j),(6.105659999999999-3.8949900000000004j),(6.36492-4.44831j),(6.51108-4.698869999999999j),(6.69465-5.06514j),(6.88953-5.45751j),(7.01829-5.69067j),(7.11834-5.75418j),(7.18098-5.70285j),(7.27233-5.707199999999999j),(7.2688500000000005-5.60367j)
9.4,(5.886382714285714-3.56367162857143j),(5.91861-3.51741j),(6.11871-3.87498j),(6.37362-4.42308j),(6.51456-4.668419999999999j),(6.68856-5.0338199999999995j),(6.8921399999999995-5.43054j),(7.030469999999999-5.65935j),(7.120950000000001-5.728079999999999j),(7.181850000000001-5.68545j),(7.276680000000001-5.69676j),(7.27581-5.59236j)
9.45,(5.880537971428572-3.553354671428572j),(5.90382-3.50088j),(6.102180000000001-3.84627j),(6.35274-4.38828j),(6.4989-4.63797j),(6.67551-5.00337j),(6.88083-5.40096j),(7.02177-5.6419500000000005j),(7.117469999999999-5.7054599999999995j),(7.179240000000001-5.66718j),(7.2697199999999995-5.68023j),(7.26624-5.57844j)
9.5,(5.871967642857143-3.5395631000000005j),(5.90121-3.50088j),(6.09696-3.84975j),(6.35361-4.3934999999999995j),(6.49194-4.63884j),(6.6815999999999995-5.010330000000001j),(6.87909-5.40792j),(7.0061100000000005-5.64543j),(7.087020000000001-5.707199999999999j),(7.15314-5.66631j),(7.23318-5.66979j),(7.23405-5.57409j)
9.55,(5.8630455857142865-3.527166428571429j),(5.90295-3.4808700000000004j),(6.096089999999999-3.83322j),(6.34752-4.383929999999999j),(6.484979999999999-4.631010000000001j),(6.66594-5.005979999999999j),(6.861689999999999-5.399220000000001j),(6.992190000000001-5.63412j),(7.083539999999999-5.70111j),(7.140090000000001-5.6515200000000005j),(7.23057-5.675009999999999j),(7.228829999999999-5.57409j)
9.6,(5.8552073-3.5142867j),(5.89425-3.47565j),(6.08826-3.8245199999999997j),(6.34056-4.37001j),(6.48411-4.61274j),(6.65463-4.97901j),(6.84951-5.37225j),(6.98697-5.60541j),(7.07658-5.66022j),(7.140090000000001-5.62716j),(7.23318-5.64543j),(7.23405-5.55234j)
9.65,(5.848152014285715-3.504709242857143j),(5.8812-3.4565099999999997j),(6.07086-3.8019000000000003j),(6.31881-4.342169999999999j),(6.46236-4.58838j),(6.6398399999999995-4.94508j),(6.84603-5.33745j),(6.980879999999999-5.57322j),(7.06701-5.6419500000000005j),(7.13574-5.60628j),(7.21839-5.6289j),(7.2157800000000005-5.535810000000001j)
