Frequency,0,1,2,3,4,5,6,7,8,9,10,11
8.0,(7.67156014285714-4.942450842857141j),(7.715019999999999-4.87339j),(8.010409999999998-5.373699999999999j),(8.32542-6.094189999999999j),(8.56631-6.46261j),(8.790849999999999-6.947659999999999j),(9.09714-7.48067j),(9.293339999999999-7.75317j),(9.40125-7.783689999999999j),(9.454659999999999-7.701939999999999j),(9.55058-7.677959999999999j),(9.51134-7.50029j)
8.05,(7.658941057142858-4.924984890476188j),(7.722649999999999-4.855949999999999j),(8.004959999999999-5.3595299999999995j),(8.360299999999999-6.105089999999999j),(8.583749999999998-6.426639999999999j),(8.834449999999999-6.933489999999999j),(9.11022-7.468679999999999j),(9.294429999999998-7.767339999999999j),(9.413239999999998-7.812029999999999j),(9.487359999999999-7.736819999999999j),(9.58546-7.717199999999999j),(9.537499999999998-7.550429999999999j)
8.1,(7.646321971428575-4.907518938095235j),(7.672509999999999-4.84505j),(7.961359999999999-5.343179999999999j),(8.315609999999998-6.089829999999999j),(8.52925-6.42991j),(8.76469-6.918229999999999j),(9.063349999999998-7.4348899999999984j),(9.23884-7.715019999999999j),(9.35765-7.783689999999999j),(9.4285-7.6855899999999995j),(9.54295-7.663789999999999j),(9.505889999999999-7.504649999999999j)
8.15,(7.633702885714282-4.8900529857142825j),(7.670329999999999-4.843959999999999j),(7.956999999999999-5.32574j),(8.293809999999999-6.059309999999999j),(8.52489-6.403749999999999j),(8.755969999999998-6.890979999999999j),(9.041549999999999-7.390199999999999j),(9.223579999999998-7.664879999999999j),(9.36201-7.723739999999999j),(9.411059999999999-7.641989999999999j),(9.524419999999997-7.618009999999999j),(9.501529999999999-7.450149999999999j)
8.2,(7.621083799999998-4.8723654j),(7.660519999999998-4.810169999999999j),(7.942829999999999-5.29195j),(8.283999999999999-6.03097j),(8.503089999999998-6.35579j),(8.715639999999999-6.861549999999999j),(8.999039999999999-7.389109999999999j),(9.191969999999998-7.682319999999999j),(9.312959999999999-7.708479999999999j),(9.37727-7.648529999999999j),(9.478639999999999-7.632179999999999j),(9.45248-7.4534199999999995j)
8.25,(7.608464714285713-4.855635457142856j),(7.6408999999999985-4.78837j),(7.923209999999999-5.2646999999999995j),(8.266559999999998-6.00481j),(8.4802-6.342709999999999j),(8.72218-6.8495599999999985j),(9.0034-7.365129999999999j),(9.194149999999999-7.6550699999999985j),(9.299879999999998-7.717199999999999j),(9.365279999999998-7.650709999999999j),(9.47101-7.6310899999999995j),(9.431769999999998-7.466499999999999j)
8.3,(7.5990403666666655-4.837291276190475j),(7.620189999999998-4.7720199999999995j),(7.910129999999999-5.263609999999999j),(8.262199999999998-5.983009999999999j),(8.47693-6.326359999999999j),(8.715639999999999-6.811409999999999j),(9.0034-7.340059999999999j),(9.18652-7.611469999999999j),(9.321679999999999-7.670329999999999j),(9.381629999999998-7.6005699999999985j),(9.499349999999998-7.579859999999999j),(9.473189999999999-7.411999999999999j)
8.35,(7.588517714285713-4.820260285714285j),(7.6310899999999995-4.767659999999999j),(7.910129999999999-5.251619999999999j),(8.246939999999999-5.9753799999999995j),(8.460579999999998-6.313279999999999j),(8.688389999999998-6.778709999999999j),(8.97397-7.295369999999998j),(9.1451-7.59948j),(9.286799999999998-7.6572499999999994j),(9.350019999999999-7.562419999999999j),(9.464469999999999-7.546069999999999j),(9.448119999999998-7.3945599999999985j)
8.4,(7.579064299999999-4.803492971428572j),(7.624549999999999-4.7197j),(7.895959999999999-5.20039j),(8.22623-5.93178j),(8.44859-6.275129999999999j),(8.668769999999999-6.766719999999999j),(8.961979999999999-7.259399999999999j),(9.137469999999999-7.56678j),(9.26718-7.650709999999999j),(9.329309999999998-7.561329999999999j),(9.431769999999998-7.555879999999999j),(9.405609999999998-7.404369999999999j)
8.45,(7.568914842857142-4.7852463714285705j),(7.6005699999999985-4.724059999999999j),(7.8752499999999985-5.2080199999999985j),(8.21206-5.9208799999999995j),(8.418069999999998-6.253329999999999j),(8.657869999999999-6.74928j),(8.94563-7.267029999999999j),(9.127659999999999-7.549339999999999j),(9.234479999999998-7.6147399999999985j),(9.299879999999998-7.529719999999999j),(9.40452-7.51228j),(9.365279999999998-7.36731j)
