Material Code,Real,Imaginary
0,3.574054804630987,-2.101795324378186
1,3.6455359007236066,-2.14383123086575
2,3.717016996816226,-2.185867137353312
3,3.7884980929088448,-2.227903043840878
4,3.859979189001466,-2.269938950328441
5,3.931460285094085,-2.3119748568160055
6,4.002941381186707,-2.354010763303568
7,4.074422477279324,-2.396046669791133
8,4.145903573371944,-2.438082576278697
9,4.217384669464566,-2.4801184827662617
10,4.288865765557185,-2.5221543892538243
11,4.360346861649806,-2.5641902957413873
12,4.431827957742424,-2.6062262022289504
13,4.503309053835042,-2.6482621087165157
14,4.57479014992766,-2.6902980152040787
15,4.646271246020285,-2.732333921691642
16,4.717752342112904,-2.7743698281792053
17,4.789233438205521,-2.8164057346667715
18,4.8607145342981415,-2.858441641154333
19,4.932195630390762,-2.9004775476418967
20,5.003676726483381,-2.942513454129459
21,5.075157822576001,-2.984549360617027
22,5.146638918668625,-3.02658526710459
23,5.218120014761242,-3.0686211735921516
24,5.289601110853858,-3.1106570800797146
25,5.361082206946483,-3.1526929865672777
26,5.432563303039103,-3.1947288930548448
27,5.504044399131717,-3.236764799542407
28,5.575525495224338,-3.2788007060299713
29,5.647006591316958,-3.3208366125175344
30,5.718487687409582,-3.3628725190050996
31,5.789968783502197,-3.4049084254926623
32,5.861449879594821,-3.4469443319802258
33,5.932930975687441,-3.48898023846779
34,6.004412071780053,-3.5310161449553554
35,6.075893167872678,-3.57305205144292
36,6.147374263965295,-3.61508795793048
37,6.2188553600579155,-3.657123864418044
38,6.290336456150539,-3.699159770905608
39,6.361817552243157,-3.741195677393171
40,6.433298648335779,-3.783231583880735
41,6.504779744428396,-3.8252674903683
42,6.576260840521016,-3.867303396855864
43,6.647741936613633,-3.909339303343428
44,6.719223032706253,-3.9513752098309913
45,6.7907041287988745,-3.993411116318555
46,6.862185224891496,-4.035447022806119
47,6.933666320984115,-4.077482929293678
48,7.005147417076734,-4.119518835781244
49,7.076628513169354,-4.1615547422688115
50,7.148109609261974,-4.203590648756373
51,7.219590705354592,-4.2456265552439385
52,7.291071801447214,-4.287662461731499
53,7.362552897539833,-4.329698368219061
54,7.434033993632452,-4.371734274706625
55,7.505515089725074,-4.4137701811941925
56,7.5769961858176895,-4.455806087681756
57,7.648477281910313,-4.497841994169322
58,7.719958378002932,-4.539877900656882
59,7.791439474095551,-4.581913807144446
60,7.86292057018817,-4.623949713632011
61,7.934401666280791,-4.665985620119574
62,8.005882762373412,-4.708021526607136
63,8.07736385846603,-4.750057433094697
64,8.14884495455865,-4.792093339582266
65,8.220326050651277,-4.834129246069826
66,8.291807146743889,-4.876165152557394
67,8.36328824283651,-4.9182010590449545
68,8.434769338929133,-4.960236965532524
69,8.506250435021748,-5.002272872020087
70,8.577731531114372,-5.0443087785076495
71,8.64921262720699,-5.086344684995212
72,8.720693723299611,-5.128380591482775
73,8.792174819392223,-5.170416497970338
74,8.863655915484848,-5.212452404457901
75,8.935137011577467,-5.254488310945464
76,9.006618107670084,-5.296524217433032
77,9.078099203762715,-5.338560123920593
78,9.14958029985532,-5.3805960304081575
79,9.221061395947952,-5.422631936895719
80,9.29254249204057,-5.464667843383284
81,9.364023588133184,-5.506703749870851
82,9.435504684225808,-5.548739656358411
83,9.506985780318418,-5.590775562845977
84,9.578466876411042,-5.632811469333541
85,9.649947972503671,-5.674847375821104
86,9.721429068596283,-5.716883282308666
87,9.792910164688909,-5.7589191887962325
88,9.864391260781524,-5.800955095283793
89,9.935872356874139,-5.842991001771356
90,10.007353452966761,-5.885026908258918
91,10.078834549059387,-5.927062814746483
92,10.150315645152002,-5.9690987212340545
93,10.22179674124463,-6.011134627721615
94,10.293277837337248,-6.053170534209177
95,10.364758933429863,-6.0952064406967414
96,10.436240029522484,-6.137242347184303
97,10.507721125615102,-6.1792782536718684
98,10.579202221707716,-6.221314160159429
99,10.650683317800341,-6.263350066646996
100,10.722164413892965,-6.305385973134555
