Material Code,Real,Imaginary
0,3.4893404755938446,-2.0519773472035223
1,3.5591272851057205,-2.0930168941475946
2,3.6289140946175977,-2.134056441091663
3,3.6987009041294736,-2.1750959880357343
4,3.7684877136413517,-2.2161355349798058
5,3.838274523153229,-2.2571750819238754
6,3.9080613326651066,-2.298214628867945
7,3.977848142176981,-2.339254175812017
8,4.047634951688858,-2.3802937227560865
9,4.117421761200737,-2.4213332697001584
10,4.187208570712612,-2.4623728166442285
11,4.25699538022449,-2.5034123635882986
12,4.326782189736368,-2.5444519105323677
13,4.396568999248243,-2.58549145747644
14,4.466355808760119,-2.6265310044205092
15,4.536142618271997,-2.6675705513645807
16,4.6059294277838765,-2.7086100983086503
17,4.675716237295751,-2.7496496452527217
18,4.745503046807626,-2.790689192196791
19,4.815289856319505,-2.8317287391408614
20,4.885076665831383,-2.872768286084931
21,4.9548634753432585,-2.913807833029004
22,5.024650284855139,-2.954847379973075
23,5.094437094367013,-2.9958869269171426
24,5.164223903878888,-3.0369264738612136
25,5.2340107133907665,-3.0779660208052833
26,5.303797522902644,-3.1190055677493564
27,5.373584332414517,-3.1600451146934256
28,5.443371141926396,-3.201084661637496
29,5.513157951438272,-3.2421242085815662
30,5.582944760950151,-3.283163755525638
31,5.652731570462028,-3.324203302469708
32,5.722518379973906,-3.365242849413778
33,5.792305189485782,-3.406282396357848
34,5.862091998997653,-3.447321943301921
35,5.931878808509533,-3.4883614902459907
36,6.001665618021412,-3.5294010371900595
37,6.0714524275332895,-3.57044058413413
38,6.141239237045166,-3.611480131078201
39,6.211026046557041,-3.6525196780222724
40,6.280812856068921,-3.6935592249663416
41,6.3505996655807975,-3.7345987719104126
42,6.420386475092671,-3.775638318854482
43,6.490173284604548,-3.8166778657985536
44,6.559960094116428,-3.8577174127426237
45,6.629746903628304,-3.8987569596866933
46,6.699533713140178,-3.9397965066307643
47,6.769320522652055,-3.980836053574831
48,6.839107332163935,-4.0218756005189045
49,6.90889414167581,-4.062915147462976
50,6.978680951187689,-4.1039546944070455
51,7.048467760699564,-4.144994241351119
52,7.118254570211442,-4.186033788295188
53,7.188041379723319,-4.227073335239256
54,7.2578281892351955,-4.268112882183327
55,7.327614998747073,-4.3091524291273995
56,7.397401808258947,-4.350191976071469
57,7.467188617770825,-4.391231523015541
58,7.536975427282703,-4.4322710699596115
59,7.60676223679458,-4.473310616903681
60,7.676549046306458,-4.514350163847751
61,7.746335855818333,-4.555389710791821
62,7.816122665330212,-4.59642925773589
63,7.885909474842089,-4.637468804679959
64,7.955696284353963,-4.678508351624034
65,8.025483093865843,-4.719547898568102
66,8.095269903377716,-4.760587445512173
67,8.165056712889598,-4.801626992456243
68,8.234843522401476,-4.842666539400318
69,8.304630331913348,-4.883706086344387
70,8.374417141425226,-4.924745633288458
71,8.444203950937105,-4.965785180232527
72,8.51399076044898,-5.006824727176597
73,8.583777569960853,-5.047864274120665
74,8.653564379472735,-5.0889038210647355
75,8.72335118898461,-5.129943368008807
76,8.793137998496485,-5.170982914952881
77,8.862924808008367,-5.2120224618969475
78,8.932711617520239,-5.2530620088410185
79,9.00249842703212,-5.294101555785087
80,9.072285236543994,-5.335141102729161
81,9.14207204605587,-5.376180649673232
82,9.211858855567753,-5.417220196617301
83,9.281645665079623,-5.458259743561371
84,9.351432474591501,-5.499299290505442
85,9.421219284103381,-5.540338837449513
86,9.491006093615251,-5.581378384393582
87,9.560792903127135,-5.6224179313376546
88,9.63057971263901,-5.663457478281723
89,9.700366522150883,-5.704497025225793
90,9.770153331662765,-5.745536572169862
91,9.839940141174642,-5.786576119113934
92,9.909726950686517,-5.8276156660580085
93,9.979513760198403,-5.868655213002079
94,10.049300569710276,-5.909694759946147
95,10.119087379222147,-5.950734306890219
96,10.188874188734026,-5.991773853834285
97,10.258660998245901,-6.032813400778358
98,10.328447807757776,-6.073852947722427
99,10.398234617269651,-6.114892494666498
100,10.468021426781533,-6.1559320416105665
