Material Code,Real,Imaginary
0,3.3693849868421717,-1.9814350922092556
1,3.4367726865790154,-2.021063794053442
2,3.5041603863158586,-2.060692495897626
3,3.5715480860527014,-2.1003211977418115
4,3.6389357857895455,-2.1399498995859974
5,3.7063234855263882,-2.1795786014301815
6,3.773711185263233,-2.219207303274366
7,3.8410988850000756,-2.2588360051185528
8,3.908486584736919,-2.2984647069627364
9,3.975874284473763,-2.338093408806922
10,4.043261984210606,-2.3777221106511064
11,4.1106496839474485,-2.4173508124952936
12,4.178037383684293,-2.456979514339477
13,4.245425083421136,-2.4966082161836627
14,4.3128127831579794,-2.5362369180278477
15,4.380200482894822,-2.5758656198720327
16,4.447588182631667,-2.6154943217162177
17,4.5149758823685096,-2.6551230235604035
18,4.582363582105351,-2.694751725404587
19,4.649751281842196,-2.7343804272487726
20,4.717138981579042,-2.774009129092958
21,4.784526681315882,-2.8136378309371435
22,4.851914381052728,-2.8532665327813285
23,4.919302080789571,-2.892895234625513
24,4.9866897805264125,-2.932523936469698
25,5.054077480263259,-2.9721526383138834
26,5.1214651800001,-3.011781340158069
27,5.188852879736944,-3.051410042002254
28,5.256240579473788,-3.091038743846439
29,5.323628279210631,-3.1306674456906256
30,5.3910159789474745,-3.1702961475348093
31,5.458403678684319,-3.2099248493789947
32,5.525791378421161,-3.24955355122318
33,5.5931790781580055,-3.2891822530673642
34,5.660566777894847,-3.328810954911551
35,5.727954477631691,-3.368439656755735
36,5.7953421773685365,-3.40806835859992
37,5.862729877105378,-3.4476970604441055
38,5.930117576842222,-3.48732576228829
39,5.997505276579063,-3.526954464132475
40,6.064892976315909,-3.5665831659766605
41,6.132280676052751,-3.6062118678208464
42,6.199668375789594,-3.64584056966503
43,6.267056075526438,-3.685469271509216
44,6.334443775263284,-3.7250979733534004
45,6.401831475000126,-3.764726675197586
46,6.46921917473697,-3.8043553770417713
47,6.536606874473812,-3.843984078885955
48,6.603994574210656,-3.883612780730141
49,6.671382273947498,-3.9232414825743263
50,6.738769973684343,-3.962870184418512
51,6.806157673421187,-4.002498886262697
52,6.873545373158032,-4.042127588106883
53,6.9409330728948735,-4.081756289951066
54,7.008320772631717,-4.121384991795253
55,7.075708472368561,-4.161013693639439
56,7.143096172105403,-4.200642395483623
57,7.210483871842247,-4.240271097327808
58,7.277871571579091,-4.279899799171995
59,7.345259271315933,-4.319528501016178
60,7.4126469710527765,-4.359157202860363
61,7.480034670789621,-4.398785904704549
62,7.547422370526465,-4.438414606548732
63,7.614810070263308,-4.478043308392916
64,7.682197770000152,-4.5176720102371055
65,7.749585469736994,-4.557300712081289
66,7.816973169473838,-4.596929413925473
67,7.884360869210681,-4.636558115769657
68,7.951748568947527,-4.676186817613845
69,8.019136268684367,-4.715815519458029
70,8.086523968421213,-4.755444221302214
71,8.153911668158054,-4.795072923146399
72,8.221299367894897,-4.834701624990587
73,8.288687067631743,-4.8743303268347695
74,8.356074767368586,-4.913959028678954
75,8.423462467105429,-4.953587730523139
76,8.490850166842272,-4.993216432367326
77,8.55823786657912,-5.0328451342115095
78,8.625625566315959,-5.072473836055695
79,8.693013266052803,-5.11210253789988
80,8.760400965789644,-5.151731239744065
81,8.82778866552649,-5.191359941588249
82,8.895176365263334,-5.230988643432435
83,8.962564065000176,-5.270617345276623
84,9.029951764737019,-5.310246047120805
85,9.097339464473865,-5.349874748964992
86,9.164727164210703,-5.389503450809174
87,9.232114863947553,-5.429132152653361
88,9.299502563684392,-5.468760854497545
89,9.366890263421237,-5.508389556341732
90,9.434277963158085,-5.548018258185916
91,9.501665662894927,-5.587646960030103
92,9.569053362631765,-5.627275661874288
93,9.636441062368615,-5.666904363718473
94,9.703828762105454,-5.706533065562655
95,9.771216461842297,-5.746161767406842
96,9.838604161579141,-5.785790469251026
97,9.905991861315984,-5.825419171095212
98,9.973379561052825,-5.865047872939396
99,10.04076726078967,-5.904676574783584
100,10.108154960526518,-5.944305276627767
