Material Code,Real,Imaginary
0,3.433982744457976,-2.0194231120757355
1,3.5026623993471344,-2.059811574317251
2,3.5713420542362937,-2.100200036558765
3,3.6400217091254525,-2.1405884988002803
4,3.7087013640146136,-2.1809769610417953
5,3.777381018903773,-2.2213654232833098
6,3.846060673792933,-2.261753885524824
7,3.914740328682091,-2.3021423477663396
8,3.98341998357125,-2.3425308100078523
9,4.052099638460411,-2.38291927224937
10,4.12077929334957,-2.423307734490883
11,4.189458948238729,-2.463696196732399
12,4.2581386031278905,-2.504084658973912
13,4.326818258017049,-2.5444731212154283
14,4.395497912906206,-2.584861583456942
15,4.464177567795366,-2.6252500456984573
16,4.5328572226845285,-2.665638507939971
17,4.601536877573684,-2.706026970181487
18,4.670216532462844,-2.746415432423
19,4.738896187352006,-2.7868038946645153
20,4.807575842241166,-2.8271923569060293
21,4.876255497130325,-2.8675808191475456
22,4.944935152019486,-2.9079692813890614
23,5.0136148069086435,-2.9483577436305732
24,5.082294461797802,-2.9887462058720886
25,5.150974116686961,-3.029134668113604
26,5.219653771576122,-3.06952313035512
27,5.28833342646528,-3.1099115925966334
28,5.35701308135444,-3.1503000548381483
29,5.425692736243599,-3.1906885170796637
30,5.49437239113276,-3.231076979321178
31,5.56305204602192,-3.2714654415626923
32,5.631731700911079,-3.3118539038042076
33,5.700411355800239,-3.3522423660457217
34,5.769091010689396,-3.392630828287238
35,5.8377706655785575,-3.4330192905287515
36,5.906450320467719,-3.473407752770266
37,5.975129975356877,-3.5137962150117805
38,6.043809630246037,-3.554184677253295
39,6.112489285135196,-3.5945731394948104
40,6.181168940024356,-3.634961601736325
41,6.249848594913514,-3.67535006397784
42,6.318528249802672,-3.715738526219354
43,6.387207904691833,-3.7561269884608692
44,6.455887559580995,-3.7965154507023837
45,6.524567214470151,-3.8369039129438978
46,6.5932468693593105,-3.8772923751854127
47,6.661926524248469,-3.917680837426925
48,6.730606179137629,-3.9580692996684426
49,6.79928583402679,-3.9984577619099575
50,6.867965488915952,-4.038846224151472
51,6.9366451438051095,-4.079234686392988
52,7.00532479869427,-4.119623148634501
53,7.074004453583428,-4.160011610876014
54,7.142684108472587,-4.200400073117531
55,7.211363763361747,-4.240788535359047
56,7.280043418250905,-4.281176997600561
57,7.348723073140066,-4.321565459842077
58,7.417402728029227,-4.361953922083591
59,7.486082382918386,-4.402342384325105
60,7.554762037807546,-4.4427308465666195
61,7.623441692696704,-4.483119308808133
62,7.692121347585865,-4.523507771049648
63,7.760801002475024,-4.56389623329116
64,7.829480657364183,-4.604284695532679
65,7.898160312253342,-4.644673157774193
66,7.9668399671425,-4.685061620015705
67,8.035519622031664,-4.725450082257222
68,8.104199276920824,-4.765838544498741
69,8.17287893180998,-4.806227006740253
70,8.241558586699142,-4.846615468981767
71,8.310238241588298,-4.887003931223282
72,8.378917896477459,-4.927392393464798
73,8.44759755136662,-4.96778085570631
74,8.516277206255781,-5.008169317947824
75,8.584956861144939,-5.048557780189339
76,8.653636516034098,-5.088946242430858
77,8.722316170923259,-5.1293347046723685
78,8.790995825812413,-5.169723166913884
79,8.859675480701576,-5.2101116291553975
80,8.928355135590731,-5.250500091396915
81,8.997034790479896,-5.290888553638429
82,9.065714445369057,-5.331277015879942
83,9.134394100258215,-5.371665478121459
84,9.203073755147368,-5.412053940362973
85,9.271753410036533,-5.452442402604488
86,9.340433064925689,-5.492830864846
87,9.409112719814855,-5.533219327087518
88,9.477792374704013,-5.573607789329031
89,9.546472029593168,-5.613996251570546
90,9.615151684482331,-5.654384713812059
91,9.683831339371492,-5.694773176053576
92,9.75251099426065,-5.735161638295092
93,9.821190649149814,-5.775550100536606
94,9.88987030403897,-5.81593856277812
95,9.958549958928128,-5.8563270250196355
96,10.027229613817287,-5.8967154872611465
97,10.09590926870645,-5.937103949502664
98,10.164588923595604,-5.977492411744177
99,10.233268578484761,-6.0178808739856935
100,10.301948233373922,-6.058269336227208
