Material Code,Real,Imaginary
0,3.461550950474086,-2.0356351540486446
1,3.530781969483567,-2.0763478571296186
2,3.600012988493049,-2.1170605602105903
3,3.6692440075025297,-2.1577732632915643
4,3.7384750265120124,-2.1984859663725373
5,3.807706045521494,-2.2391986694535095
6,3.876937064530977,-2.279911372534482
7,3.946168083540457,-2.320624075615456
8,4.015399102549938,-2.361336778696428
9,4.084630121559423,-2.4020494817774027
10,4.153861140568903,-2.4427621848583745
11,4.223092159578384,-2.483474887939348
12,4.292323178587867,-2.524187591020319
13,4.361554197597347,-2.5649002941012937
14,4.430785216606828,-2.605612997182266
15,4.50001623561631,-2.646325700263239
16,4.569247254625795,-2.687038403344211
17,4.638478273635274,-2.7277511064251856
18,4.707709292644754,-2.768463809506157
19,4.776940311654237,-2.80917651258713
20,4.84617133066372,-2.849889215668102
21,4.915402349673201,-2.8906019187490766
22,4.984633368682686,-2.931314621830051
23,5.053864387692165,-2.972027324911021
24,5.123095406701644,-3.012740027991995
25,5.192326425711128,-3.053452731072967
26,5.261557444720611,-3.0941654341539415
27,5.330788463730089,-3.1348781372349137
28,5.400019482739571,-3.175590840315887
29,5.469250501749054,-3.21630354339686
30,5.538481520758538,-3.2570162464778334
31,5.607712539768019,-3.297728949558806
32,5.6769435587775,-3.3384416526397787
33,5.7461745777869835,-3.379154355720751
34,5.81540559679646,-3.4198670588017257
35,5.8846366158059435,-3.4605797618826974
36,5.953867634815428,-3.5012924649636696
37,6.02309865382491,-3.5420051680446427
38,6.092329672834391,-3.582717871125616
39,6.161560691843873,-3.6234305742065893
40,6.230791710853355,-3.6641432772875615
41,6.300022729862836,-3.7048559803685346
42,6.369253748872314,-3.7455686834495068
43,6.438484767881798,-3.7862813865304807
44,6.507715786891283,-3.826994089611453
45,6.576946805900762,-3.8677067926924256
46,6.646177824910242,-3.908419495773399
47,6.7154088439197235,-3.949132198854368
48,6.784639862929207,-3.989844901935345
49,6.853870881938688,-4.030557605016319
50,6.923101900948172,-4.07127030809729
51,6.992332919957653,-4.111983011178265
52,7.061563938967135,-4.152695714259236
53,7.130794957976615,-4.193408417340207
54,7.200025976986098,-4.2341211204211815
55,7.269256995995579,-4.2748338235021555
56,7.338488015005059,-4.3155465265831285
57,7.4077190340145425,-4.356259229664103
58,7.476950053024025,-4.396971932745075
59,7.546181072033507,-4.437684635826047
60,7.615412091042988,-4.478397338907019
61,7.684643110052469,-4.519110041987992
62,7.753874129061953,-4.559822745068964
63,7.823105148071433,-4.600535448149935
64,7.892336167080915,-4.641248151230912
65,7.961567186090397,-4.681960854311883
66,8.030798205099876,-4.722673557392856
67,8.100029224109363,-4.76338626047383
68,8.169260243118847,-4.804098963554806
69,8.238491262128322,-4.844811666635777
70,8.307722281137808,-4.88552436971675
71,8.376953300147287,-4.926237072797722
72,8.446184319156767,-4.966949775878696
73,8.51541533816625,-5.007662478959666
74,8.584646357175734,-5.048375182040638
75,8.653877376185212,-5.089087885121613
76,8.723108395194695,-5.129800588202588
77,8.79233941420418,-5.170513291283559
78,8.861570433213656,-5.211225994364532
79,8.930801452223143,-5.251938697445503
80,9.00003247123262,-5.292651400526478
81,9.069263490242104,-5.333364103607452
82,9.13849450925159,-5.374076806688422
83,9.207725528261069,-5.414789509769395
84,9.276956547270547,-5.455502212850369
85,9.346187566280031,-5.4962149159313425
86,9.415418585289508,-5.536927619012314
87,9.484649604298998,-5.5776403220932895
88,9.553880623308475,-5.61835302517426
89,9.623111642317955,-5.659065728255234
90,9.69234266132744,-5.699778431336204
91,9.761573680336923,-5.740491134417179
92,9.830804699346402,-5.781203837498154
93,9.900035718355893,-5.821916540579126
94,9.96926673736537,-5.862629243660099
95,10.038497756374847,-5.903341946741073
96,10.10772877538433,-5.944054649822042
97,10.176959794393813,-5.984767352903017
98,10.246190813403288,-6.02548005598399
99,10.31542183241277,-6.066192759064962
100,10.384652851422256,-6.106905462145934
