Material Code,Real,Imaginary
0,3.559794254604307,-2.093409119071457
1,3.6309901396963933,-2.1352773014528865
2,3.702186024788479,-2.1771454838343134
3,3.7733819098805643,-2.219013666215745
4,3.844577794972652,-2.260881848597174
5,3.915773680064737,-2.3027500309786033
6,3.986969565156825,-2.344618213360031
7,4.058165450248908,-2.3864863957414615
8,4.129361335340995,-2.428354578122891
9,4.200557220433083,-2.470222760504321
10,4.2717531055251685,-2.512090942885749
11,4.342948990617256,-2.553959125267178
12,4.414144875709342,-2.5958273076486065
13,4.485340760801425,-2.637695490030037
14,4.55653664589351,-2.679563672411465
15,4.6277325309856,-2.7214318547928937
16,4.698928416077687,-2.763300037174323
17,4.77012430116977,-2.805168219555754
18,4.841320186261856,-2.8470364019371814
19,4.912516071353943,-2.8889045843186105
20,4.983711956446029,-2.9307727667000383
21,5.054907841538116,-2.9726409490814714
22,5.126103726630206,-3.0145091314629
23,5.197299611722289,-3.056377313844327
24,5.2684954968143725,-3.098245496225755
25,5.339691381906462,-3.1401136786071837
26,5.410887266998549,-3.1819818609886164
27,5.48208315209063,-3.223850043370044
28,5.553279037182717,-3.2657182257514736
29,5.624474922274804,-3.3075864081329023
30,5.695670807366894,-3.349454590514333
31,5.766866692458976,-3.391322772895761
32,5.838062577551066,-3.4331909552771895
33,5.909258462643152,-3.4750591376586195
34,5.980454347735231,-3.5169273200400504
35,6.051650232827321,-3.5587955024214804
36,6.122846117919406,-3.6006636848029054
37,6.194042003011493,-3.6425318671843354
38,6.265237888103582,-3.684400049565765
39,6.336433773195666,-3.7262682319471936
40,6.407629658287754,-3.7681364143286222
41,6.4788255433798385,-3.8100045967100526
42,6.550021428471924,-3.8518727790914817
43,6.621217313564007,-3.8937409614729113
44,6.692413198656095,-3.9356091438543404
45,6.763609083748182,-3.9774773262357694
46,6.8348049688402694,-4.0193455086171985
47,6.906000853932355,-4.061213690998623
48,6.977196739024441,-4.103081873380054
49,7.048392624116527,-4.144950055761488
50,7.119588509208614,-4.186818238142915
51,7.190784394300699,-4.228686420524346
52,7.2619802793927875,-4.270554602905772
53,7.333176164484872,-4.312422785287199
54,7.404372049576958,-4.354290967668628
55,7.475567934669046,-4.396159150050061
56,7.546763819761129,-4.43802733243149
57,7.6179597048532175,-4.479895514812921
58,7.689155589945304,-4.521763697194348
59,7.760351475037389,-4.563631879575776
60,7.831547360129474,-4.605500061957207
61,7.902743245221561,-4.647368244338635
62,7.973939130313649,-4.689236426720062
63,8.045135015405734,-4.7311046091014894
64,8.116330900497818,-4.772972791482923
65,8.187526785589913,-4.814840973864349
66,8.25872267068199,-4.856709156245782
67,8.329918555774078,-4.898577338627209
68,8.401114440866168,-4.940445521008643
69,8.472310325958249,-4.982313703390071
70,8.543506211050339,-5.024181885771499
71,8.614702096142425,-5.066050068152927
72,8.685897981234511,-5.107918250534356
73,8.75709386632659,-5.149786432915784
74,8.828289751418684,-5.191654615297213
75,8.899485636510768,-5.233522797678642
76,8.97068152160285,-5.275390980060075
77,9.041877406694946,-5.317259162441501
78,9.11307329178702,-5.35912734482293
79,9.184269176879118,-5.400995527204358
80,9.2554650619712,-5.4428637095857875
81,9.326660947063282,-5.48473189196722
82,9.397856832155375,-5.526600074348646
83,9.469052717247449,-5.5684682567300765
84,9.54024860233954,-5.6103364391115065
85,9.611444487431633,-5.652204621492935
86,9.682640372523712,-5.694072803874363
87,9.753836257615806,-5.735940986255795
88,9.825032142707887,-5.777809168637221
89,9.89622802779997,-5.819677351018649
90,9.967423912892057,-5.861545533400077
91,10.038619797984147,-5.9034137157815065
92,10.109815683076231,-5.945281898162944
93,10.181011568168323,-5.987150080544369
94,10.25220745326041,-6.029018262925797
95,10.32340333835249,-6.070886445307226
96,10.394599223444578,-6.112754627688654
97,10.465795108536662,-6.154622810070085
98,10.536990993628745,-6.19649099245151
99,10.608186878720835,-6.238359174832944
100,10.679382763812924,-6.280227357214367
